PRODBR2;CAPITAL K;VALORCOM MP;PERTOTAL L;EELEC E
167814715;69164187;141314541;261;7384025
4199019;1372856;1298943;69;149910
309368265;133148578;235682951;335;13198541
409894090;90832583;318092454;1157;19163298
4194355;132133;1071263;59;57746
650043;311547;157492;17;157100
75031;47792;47440;2;12085
994755;417293;158424;21;68359
3383297;7546532;992632;115;1368475
225388814;116509591;180080362;536;11691904
10023717;3527123;4836609;50;373386
1029658;545767;453021;13;22563
298686009;263808519;68116354;823;10606989
529436;30938;539961;5;12998
2847272;1282684;2430682;22;112170
1826266;1301543;1176419;29;68264
1034938;347864;321689;22;68003
15992732;4695033;9176473;126;403262
49154670;18575997;23451333;319;2242780
29057933;437771;8486659;561;1626062
15992732;4695033;9176473;126;403262
4234181;1701100;1792154;53;110000
82274947;58961551;40724965;182;9645476
1972931;1080434;453932;31;231000
3727130;3539978;848236;61;89214
823763;482896;370495;27;65061
4669002;6334432;545210;89;124653
11246810;1529961;6167231;96;171996
3765719;11853351;2404858;91;272846
3271727;1077018;943000;26;73644
17758448;3545866;13415094;173;233702
8285121;5735482;4211032;134;124920
3857670;7367281;1253888;39;108871
4315424;6221396;1044296;71;345043
1297454;960241;205058;20;43710
1280846;232134;487217;16;18602
1357240;1482387;483844;28;87549
8756454;1030107;2921891;65;377520
6169956;2570591;2295773;99;379944
142183;145715;40464;3;5732
5519769;1147578;1117940;65;159600
1425129;1942339;79463;25;128909
244255;325881;97939;11;23256
932693;153746;192876;20;22620
2363404;672360;670278;42;95110
3598596;494627;1731206;130;189900
9454222;2262473;1744580;165;444455
16676665;10796080;7081979;293;574070
11485727;7567632;3139897;81;971232
2122371;4005444;844975;28;225883
10110625;13593455;5996875;57;524920
31908003;29278032;7693837;199;1427810
1091656;1177490;244626;18;21658
221028;103677;50748;4;17680
260591;116189;213682;9;24764
658242;332513;229085;15;3488
3744628;3203837;794716;73;457340
533896;2383247;60526;24;49234
22136936;3081797;7463628;277;409225
375045;146327;97654;12;12863
1393748;1069817;1001257;49;80018
3912052;3664701;1990867;25;101940
1551580;983480;336203;25;60266
15711598;5376117;10624132;51;405602
68135537;36127227;39398034;295;10186581
453251;147176;206208;4;26531
1297454;960241;205058;20;43710
1620162;782519;729548;22;37068
1491498;385662;97830;31;25373
5606035;9650544;895262;62;917539
105002;43088;78548;3;4958
47584277;14522265;18638021;216;4917165
44631644;32726497;16584628;232;3650810
1266371;2110731;428832;50;306100
97882916;127773732;48564640;676;19168179
11823852;8604315;6408707;97;1145314
147599060;184280919;71799526;760;29157246
15946897;8538539;7287299;172;2744658
5250070;3860069;3597828;53;985752
392931;693564;253587;9;12335
6167488;665261;4603161;40;695280
13743933;7349331;8349794;68;155613
6548720;5349304;2874294;69;1117706
211650;1091617;33454;4;19571
6011190;1685011;2854211;66;2033647
285218;96698;106690;5;8083
2471392;1010904;1105000;36;98000
1621234;259292;1264219;14;100150
548734;1259041;222797;12;55889
35952088;18164324;18759904;375;6878132
1262800;904836;494639;14;88969
897306;126507;469377;10;82347
1280632;239875;365629;24;751838
2686111;1626901;1041951;42;815791
3751074;1717045;1262964;74;110072
1193019;1302790;550677;25;332103
4560666;4195403;1749035;57;317413
309062;466901;118141;7;175526
82274947;58961551;40724965;182;9645476
1651566;118618;722150;22;118500
521180;571991;101617;7;41902
1015462;625577;511903;18;50060
22409922;6017042;18452460;102;378114
3874766;2521448;1423168;71;383045
9299921;5232394;5673915;54;535014
1787611;273971;866160;16;16500
186920005;48955949;72648527;447;2493507
136459649;25806579;51374103;244;1340702
34676298;3784379;10158559;84;251004
133703148;26969776;46747922;453;4905607
3765943;1062548;1557250;60;75505
509107975;311215590;198473624;1217;16625581
163976;256539;39391;10;11426
5683697;17040924;1823515;74;884662
298686009;263808519;68116354;823;10606989
754233;228555;96199;7;5891
6535128;2506176;1589565;43;265216
1227452;982276;122391;10;4812
2915432;2960917;196640;31;1027443
7616962;5051543;1744477;22;587980
62728081;20773204;41185402;150;1747772
3601470;228130;1093990;68;78130
1366417;1613233;393029;35;104691
72000;21682;43325;4;9740
6870127;6337379;1412097;122;551213
1117246;330987;380068;19;71280
24680648;3679038;9432074;137;1446547
892996;89873;111501;12;22401
33920340;16668262;20753556;174;1649146
344977;128403;87291;6;15380
2130609;6170107;1394998;30;57250
18066177;5413269;6602563;229;1007959
9592672;2745610;3678774;63;820752
9626691;2818286;3339246;144;405251
266881;914682;76594;8;14720
13765279;32680352;5091591;136;1489619
538957;536376;141599;20;87787
24770756;26432787;8103206;118;5862051
4717541;866068;2411200;36;41382
5778053;5908378;3659467;72;623480
17009142;5495948;9156641;100;1791052
4166473;1249121;2187646;53;131810
234620;119614;121917;5;8040
73874590;44533429;31959991;136;2640584
145976132;112224213;71531926;115;24379190
47478841;18531324;27130165;92;1376520
4184170;1216424;2431056;49;138405
13743933;7349331;8349794;68;155613
2570750;1083278;1856506;54;56768
4667565;813200;2312009;59;694367
480076;191577;352023;3;117693
26066201;11004367;8486902;489;1403174
1064928;473143;424631;31;30500
30946312;2567105;14700538;684;730860
6475389;929972;1673932;71;144363
6884821;637773;1103348;90;89861
16274900;1869129;5738457;157;450763
878750;209437;325056;33;25688
1624455;467539;595535;45;56746
5450474;724438;1367258;88;74590
3076025;639385;1390119;54;149919
2945363;2569017;411740;111;111761
398904;147690;257500;4;30468
6039658;11410;1134820;72;374680
7266664;2825242;2646761;138;117600
35995274;6681877;15739356;475;419853
747313;141070;355677;10;8689
2127993;1266499;723300;61;73980
7911453;1029693;1863534;77;44452
346591;644984;248827;21;48031
1973870;430197;484206;33;31265
859069;83373;360512;10;34686
890422;52865;677318;3;20243
3713388;1227436;595756;69;70763
611398;95488;177016;10;24992
2530465;2170719;236578;147;108177
972345;183066;873537;11;23894
883117;1426114;542800;31;214737
4877031;880869;1827774;31;426936
2324864;1246725;1108349;34;176658
16062019;2168768;7287665;230;219642
8528423;8185803;3919674;43;193570
8528423;8185803;3919674;43;193570
217030;585475;100804;7;3207
5122957;1403902;2175420;64;175089
10560703;14405431;2939526;80;227467
648358;8550842;409318;19;25489
521155;199171;186866;8;12953
1452643;964552;126242;23;432140
2238943;2400089;1483921;68;50400
29717461;11052833;17978714;63;269253
2873568;5237821;996562;43;575000
8423385;1726508;3924848;121;142467
280437;179366;18433;4;133620
5733856;4117338;1363838;99;60386
1883294;630625;806478;16;34800
4223978;2100245;1628777;44;76627
25149532;2175606;7158130;196;136799
3098124;994712;1187016;29;247365
1046611;684498;562026;21;13503
336067602;391889822;160003600;1614;21420412
60660353;0;21950753;313;4116431
113520538;59887959;49317992;455;1944398
19363993;0;9219321;144;949038
49261652;131262220;18847988;363;5340311
336067602;391889822;160003600;1614;21420412
430428808;496594073;188892224;739;102509266
430428808;496594073;188892224;739;102509266
430428808;496594073;188892224;739;102509266
33197387;29535541;14235525;167;5368933
11464360;7281539;4430913;192;416171
15501803;5892128;4762550;57;798547
1778794;1042635;677595;29;39463
3328864;538988;1117184;34;84209
242000;180230;116373;6;37686
407504;185979;84280;11;27045
3282257;1074688;837036;19;60368
2770304;467801;1665912;33;84840
8038668;2053551;3773948;92;257243
7445430;1409064;2647204;79;272950
798600;892562;331049;17;67500
459976;82178;218508;11;32190
444127704;327253495;273976625;634;15702103
29395847;3089941;13250046;233;271212
41024856;22568827;27010376;74;1969728
101757925;151804839;31338930;240;25410930
12528688;8045440;4649186;57;607730
15289240;5193617;9443967;62;563090
4362057;1779778;3235749;55;335088
35830039;36511063;15556740;270;1980000
39275535;11300729;17632276;243;1714700
590546;837598;181792;12;94565
13831794;1581434;13066060;15;284421
22248459;20901610;19947919;86;996750
854095;113256;583325;14;61705
180000;0;72000;11;16792
193602;425290;109114;7;16990
324417;202528;132312;17;24057
1623452;2058639;0;26;202716
1052089;1993581;664796;13;19009
1559920;535705;579359;22;28150
3190241;8440622;1046863;50;206120
3862754;6816218;1236293;56;372988
178913;322417;116063;4;11944
620343;91843;332080;17;44376
12946884;3249140;9549482;26;723152
12946884;3249140;9549482;26;723152
887729;767960;377378;10;6812
14503220;42495664;1798077;324;5684295
372271188;589380345;176227919;614;159704211
2116802;1771878;1014308;29;124124
372271188;589380345;176227919;614;159704211
14968996;16239881;3102636;135;730064
1097502;248294;453835;13;27560
8105327;23426639;4092654;222;1246
660459;441253;278386;8;5041
29855823;9408285;9744231;148;200230
2912105;4447077;1265160;26;111503
2912105;4447077;1265160;26;111503
2912105;4447077;1265160;26;111503
41024856;22568827;27010376;74;1969728
330958;37800;160264;7;29800
74714900;88138347;39779993;445;4835580
32013766;4992886;24919766;27;488346
36438769;8847257;16080077;82;1416426
133386;579451;8952;10;44422
23148029;12289249;12774602;123;375323
20258486;17386170;12964180;99;1245755
1152531;651068;676400;17;29590
1118200;122522;910899;4;48240
11380514;160709;9036031;9;224533
171238651;17145841;202003900;143;5740388
26371543;9491528;5699396;135;1377536
389900807;43126803;256578736;516;11572080
1431206;13544035;150206;92;1037830
457027;1858463;218597;6;52411
337750;168813;145022;5;4724
1084918;187977;726445;13;35100
4624088;2397961;1501576;61;154549
5949231;2629830;143728;66;1006170
16393557;13618277;4970229;104;361809
13150877;16033323;4183175;145;2226310
2333237;2426236;1469677;39;506872
16505805;5653123;4155869;170;316015
2025509;1280941;2888;48;409103
2046493;950154;125087;20;159206
28907939;23072633;13455899;251;5036332
10111840;4221556;7697358;49;561339
23078046;4334529;14766776;51;1236562
118254359;30142147;96488367;115;6532461
62681106;9662268;34889875;179;4884969
58200139;15751446;31680564;196;2390536
20258486;17386170;12964180;99;1245755
119125;10714;46045;3;8892
58200139;15751446;31680564;196;2390536
4069570;2948525;726806;44;156726
4451858;3859670;3788482;30;230301
6702152804;2291888422;4425739253;729;245782919
249858;338668;83625;11;21376
837108;209423;307154;18;97369
1315482;285921;1058540;16;84241
10394545;398367;7693032;20;446568
315880;47310;182600;4;17176
336953;67154;260150;13;29474
593229;39712;319727;9;24487
306350;384426;161046;5;2487
339655;1132784;237643;6;13200
200366081;126029155;34890756;179;8315971
481672;60378;308393;5;4963
565679;81959;133003;10;11256
1183505;229847;532528;14;41764
13667548;11821331;5638457;161;691574
555924;704771;133718;15;29612
2974839;3541281;733714;51;182953
5424190;4473294;2481787;72;337137
4624088;2397961;1501576;61;154549
6133828;2155134;2280422;151;719874
522624;147586;120029;13;8389
33782233;6182992;16879789;218;359492
2181364;658327;1164894;16;62265
4624088;2397961;1501576;61;154549
549035;415917;276231;9;24055
5949231;2629830;143728;66;1006170
19149758;16734228;12565384;55;2372952
360683;197914;148131;5;155352
4277257;2142299;1175679;62;483474
415217;2826748;260055;10;88771
19149758;16734228;12565384;55;2372952
2030174;570680;1233525;12;145550
842100;1963179;506813;17;288070
2938178;1127691;650731;38;130344
20197412;7947547;16748243;44;427485
789477;342995;431215;8;6273
2584408;1393938;551177;30;46277
10939635;4436096;4776851;86;1905765
182742;174375;57672;5;9456
195266;61280;58991;5;9666
3074952;2998683;1303484;62;135410
249489;408479;78432;19;16174
711852;586601;394000;14;41226
4713184;7767221;1562232;34;187341
345516;843861;222461;8;9450
847297;327702;198993;8;46325
203800;284971;103938;8;15584
1104150;187064;553454;10;7136
30118357;7349213;18740047;185;412572
5156583;1620167;3256728;65;109407
863401;318821;320529;18;63613
538300;620288;159110;12;18134
1292059;870394;738207;18;76957
358402;55232;128437;5;13575
1244105;59207;689071;44;39752
255279;625674;182499;4;4825
2667190;1782594;2290078;46;12312
648703;657327;140765;17;13793
317496;634698;109324;8;18065
3681493;3326277;763978;40;197924
2474309;995961;543427;60;91505
583354;764454;287332;9;40274
2531820;251960;789201;51;71880
1183793;7929406;353306;64;33371
1302431;969819;303124;41;69846
410028;1050223;67560;12;25740
144047;424606;32116;6;8813
4065137;1460662;1749065;59;48452
577457;539044;231603;17;33429
4231989;0;1372598;68;270528
8734677;4334182;3125600;148;279293
589976;309115;365371;5;11067
1256422;553234;185733;23;59700
2604559;2509859;713993;59;110829
437126;51700;222592;4;2918
595636;732098;206327;9;13365
35297;148506;17752;6;8177
69096636;118242164;12171982;195;4038805
13970642;34312998;3747839;108;1478017
139393693;147674839;7941118;144;3852429
122292106;29933644;65464422;211;4287394
830120;673248;208068;15;29891
4425922;307406;3974343;8;32160
29725745;7951008;28569543;16;344400
40109073;15608454;26806729;31;381355
14366896;3332113;8598163;75;457700
7907568;2353383;3380631;52;433351
1863544;418183;573286;39;49403
1575418;195297;669028;35;55029
7308019;9209998;3011861;72;855330
831773;213676;331661;7;22198
1239124;1211590;585148;16;26825
135790;577360;68997;6;24001
1846868;1849637;692735;27;263277
195033;203208;84038;12;6995
388622;129330;195434;13;26385
860118;587490;279451;14;119527
1026706;720699;123412;23;86000
526922;1131911;191840;8;40271
8224891;2549113;3683302;33;457219
7907568;2353383;3380631;52;433351
2416618;456009;939407;38;76971
7660526;2454662;5330925;24;577467
5990801;1070155;4435396;21;543416
97280;5218982;85000;6;36000
3312313;345736;1369849;22;165976
14724087;8722709;12633173;60;953587
20598688;7703266;14207834;114;1384603
5373332;24354;4948168;9;243120
9961307;183657;9015140;20;83135
3424956;513076;3270572;13;154979
7986981;25002;6875938;10;147972
35283406;34196678;27626270;129;3025580
37237649;12078214;30612660;45;1758371
56201777;39955406;45911095;122;3499290
49691686;22759802;34424891;53;2312649
131131363;20438328;120744624;285;8587992
46936259;39955818;26569701;238;3462585
16066350;5641291;7849875;80;1315679
773747;697306;354804;9;78544
2640055;704207;1896006;22;57944
4327501;3667092;2259006;37;180976
106736353;26800076;83203450;61;1909091
9139270;10951557;4670162;67;641689
11002931;16598062;7951383;73;1284735
506358;1437094;224979;16;21454
626896;427623;324197;6;98884
4280155;5524984;2946452;37;240444
887614;80586;509461;15;30769
683860;590140;525490;16;80780
342264;526091;212260;8;25576
291322;1550268;70223;16;12880
213570;167552;110360;8;6399
3787046;786424;1422975;36;145806
4503948;1283542;2897097;41;89456
2332269;4243910;1555484;31;172726
9139270;10951557;4670162;67;641689
1813627;2702505;1052732;28;17457
2263520;82239;1662896;11;175277
4313942;3119586;1066577;31;401899
4313942;3119586;1066577;31;401899
4313942;3119586;1066577;31;401899
4605832;7979454;535929;59;1086000
11932924;10184805;933086;203;1973613
3044527;9032011;72465;64;615362
1010609;97204;132873;43;304100
9930004;3516249;383780;163;1859256
89548316;45202867;15927891;157;18003982
5065731;3183121;2544703;56;479545
10773341;2467833;3342123;76;128531
5065731;3183121;2544703;56;479545
804500;38954;294657;10;8210
250335;50553;90435;7;10606
374972;150758;184531;16;32635
259960;387537;67884;7;28640
676946;346957;347444;7;18985
676946;346957;347444;7;18985
432557;105573;236088;11;78844
432557;105573;236088;11;78844
432557;105573;236088;11;78844
409355;45550;216421;12;15126
199600;89110;61634;2;17280
981384;1261686;236103;22;95036
42675144;7891291;34071498;50;1738131
2657688;263400;2224452;8;136368
42675144;7891291;34071498;50;1738131
4280155;5524984;2946452;37;240444
10212923;6879783;6627848;72;873008
242654;1883650;125736;10;110975
87465663;44299228;36609565;313;2971633
1912652;0;225;27;119147
6483367;1689848;1342306;37;445621
6174875;3295320;2572368;85;206661
902729338;543635438;242113662;318;21518750
52345601;58121281;1277472;73;4876070
200366081;126029155;34890756;179;8315971
139393693;147674839;7941118;144;3852429
271480161;179438982;50886012;121;54250909
70268146;62583448;8198755;81;7253314
545711463;481215335;160779230;647;51138388
32013766;4992886;24919766;27;488346
72022375;5530057;73944728;23;807145
112111425;4927873;105943038;29;849112
104861387;4344779;102982932;25;900219
78900084;4965148;91464159;21;807667
41605736;2253271;40339831;21;406677
62165234;57349872;0;14;21199175
66365095;134336415;0;23;26247906
63881;7421408;0;27;86873
5874417;19491042;695065;68;1705859
182219;5354794;0;15;43208
10611190;265401247;908103;215;1412720
1577638;8923024;468730;32;211967
41605736;2253271;40339831;21;406677
18689062;18200126;8463211;103;1146480
80202540;6858147;59082330;28;823014
145853587;6919932;129661530;41;1105779
6702152804;2291888422;4425739253;729;245782919
63355851;12523791;27957287;53;1115880
20213781;4724002;15142144;7;243635
946519153;716850199;569148317;243;15333179
200366081;126029155;34890756;179;8315971
13528361;1077833;339069;12;1336763
1359774;1634066;0;15;1198059
5006747;2936373;0;18;1890794
3862754;6816218;1236293;56;372988
1109585;1793763;0;15;764277
2502828;1036877;0;17;1545870
4280155;5524984;2946452;37;240444
260580;762788;0;13;274646
2412909;2376080;0;60;278970
1998510;89347;1281919;4;17810
141151459;103131542;47731290;328;6289341
194269983;154872086;75333614;295;11527583
69096636;118242164;12171982;195;4038805
444127704;327253495;273976625;634;15702103
245004176;123013534;80761241;271;11877735
190919188;158831130;57269342;283;14314010
4265044;1256281;1817408;31;60600
36122907;10009358;10963765;107;1489969
137997929;33357846;317214730;201;3457208
169186873;77284054;68820875;221;7672573
91766498;33048070;38019567;195;6112777
41305629;4806234;22720482;23;246675
97347195;111529259;31629179;590;7061206
18902292;34183433;12529484;164;3750490
143959924;109362598;81740971;438;2500209
4498301;8237997;2041734;50;110315
16135087;10627061;10691532;54;1400759
11892012;21315835;7129607;60;968209
83466403;37272892;37912576;410;8193620
26435293;3893950;8770622;43;794835
11400104;11475846;0;161;14757227
34149509;2785595;31584691;21;688188
42119125;5214889;31774212;10;653310
74612558;5341691;52419256;15;1218549
102850367;3366403;36201377;16;1306647
2031675;1818169;405400;16;212812
835207;1612987;386062;23;174322
60008;0;27479;5;12537
445745;0;144413;5;9700
32076984;13381334;10791111;74;216574
278432120;153673367;85465338;935;5864190
11165671;22887289;3797555;166;6647450
1912871;492005;1122608;29;174604
6527176;2080786;2635718;55;186547
33561903;11979091;22278199;328;976479
8547433;6186874;4276317;153;426756
1075017;1100437;436703;11;16209
408572741;451762639;170016244;735;219139454
183033558;156498626;29413095;823;35084225
40678166;57769466;4595752;318;8601047
117514392;168048338;23814673;390;24710936
21869521;15139924;8545215;250;1606385
120428984;17217166;65654225;74;176610
7536316;7069041;4415144;11;92808
202657132;211406718;20597340;189;64425783
89591191;27717087;45174476;50;1134172
122028638;79588761;62437881;157;1855096
6234397;57988754;2864820;132;844136
289259247;47760961;207192019;157;3246582
1434482;1812148;577254;31;422982
20429217;19596911;7179489;72;6194387
128942;78843;53040;12;6883
82800873;123456439;34149276;338;4775011
70157857;124734799;21309436;246;2869956
104779915;28519402;43067581;114;3612882
98329077;30867064;21215664;142;4720323
63355851;12523791;27957287;53;1115880
29236876;4419572;20403001;28;763777
69753928;13211748;39734517;68;4626557
171238651;17145841;202003900;143;5740388
202609577;29118345;329376485;325;6981254
80202540;6858147;59082330;28;823014
79814923;6116402;34454526;11;625600
79868024;64090949;27367694;169;17918791
4651504;1237000;1636278;61;624510
606070;29091;215412;11;21500
360532;26459;132039;10;37901
36540544;18330582;25260191;52;671897
513710773;293506996;253479644;620;40714560
872262;-2343902;732571;12;95029
4439395;3946893;2523494;16;234009
383105;1143482;0;11;79702
7628585;6668087;455934;58;1004301
6183383;3399454;4293674;58;93020
1146355;510552;971377;12;48249
1470338;6538145;0;19;698527
9259048;47339068;3699798;41;465463
20372594;42283961;16204479;93;863611
45094667;12368820;38904323;67;2046407
20486585;22332675;14171829;82;1252789
39817614;105458664;18093732;124;2378593
662539;103749;429200;16;4918
127171481;35078597;66107760;95;4038836
58511378;9395797;38254919;114;4603544
65683234;17813912;48752076;121;3383795
813252;35740;440725;3;6090
1346668;95193;708566;15;26553
435906;826588;158091;6;19071
15899870;12114732;5317140;127;1207975
15899870;12114732;5317140;127;1207975
8295764;2043559;4778530;54;386640
459510;240373;223012;5;25664
37410939;0;16400520;52;1457939
23314105;11768489;14847891;75;1551590
95712120;8349666;49434108;171;5739350
182743461;60361127;73465506;182;6286766
65683234;17813912;48752076;121;3383795
11172057;3108837;7998127;44;380975
8295764;2043559;4778530;54;386640
16903012;7085273;2303436;179;1269313
113725585;23013975;62754513;284;5125228
1147885;613532;694673;45;25840
28229619;52691272;12310252;308;9268196
5736092;4733160;2360963;100;659572
8747557;5318818;2351760;87;478261
72803363;28479286;53447456;510;1564440
4142209;8681660;1141852;65;171140
13856916;5900261;6171066;145;464319
27254175;9007666;9814748;134;995145
914680;379954;310054;18;25762
18167636;2857213;10915065;97;432937
8757700;9252399;2421605;85;207102
2980041;1943515;1616427;26;396000
7282753;1105912;3143576;61;600157
19863936;10027879;13078644;148;3697606
59162427;6799793;27062340;85;1327803
106736353;26800076;83203450;61;1909091
183033558;156498626;29413095;823;35084225
1487585;4135221;0;59;1537875
835207;1612987;386062;23;174322
64488232;23181251;32695818;347;476080
156943833;117314325;101183425;437;21571826
4924356;9314678;1604481;145;729959
28581250;21151275;16587283;103;4343754
24421363;12546725;16341718;107;907547
93961320;18776707;36886884;613;2443556
26285281;18863929;12615215;144;693002
9939105;7595044;2542497;120;340012
6011153;8192495;686544;85;199233
14466099;8006248;13143388;391;467091
64572671;25081761;32910112;128;2781009
26940584;18191893;16782902;47;1031037
62105202;25320967;24171707;322;9867739
4321987;1892065;2570866;61;242986
13648380;1995142;5431354;116;195775
9800290;2925983;3232365;401;460702
547813;624726;132052;16;21240
20769849;25329259;9426557;41;410911
82155975;8981238;72879890;51;1915335
106470710;94197559;23651695;495;17787474
106470710;94197559;23651695;495;17787474
117514392;168048338;23814673;390;24710936
183033558;156498626;29413095;823;35084225
123881921;51409075;65496958;391;3855009
31840204;17938406;27076694;70;3230015
12946884;3249140;9549482;26;723152
18793913;2884316;10741549;25;1847187
152409100;46207031;111215136;329;12509573
56804171;15278458;38702393;46;3483426
35951783;3763301;26607651;60;1595358
476148;47069;247631;14;15387
4905187;2971995;1154652;58;669331
463172;98898;338813;19;39469
182743461;60361127;73465506;182;6286766
1513037;962552;396583;23;46825
5494085;4346757;3223165;49;146520
9855985;10916069;4142219;86;189079
497473914;269484890;155956809;1272;45846238
93128924;10615998;19035065;555;1803150
114291346;39628315;37601132;256;1800563
1333116;316328;784314;10;40396
6992982;4817934;6558823;12;397890
177023078;64385346;109007001;243;6421254
5443500;7981986;1311969;46;248124
15626050;9819474;6368091;196;579458
66820152;51962748;6310900;132;3511452
12609738;8169204;8203235;53;649476
46881501;17372257;29115656;219;2325629
35257384;8316838;22984168;78;1424234
5383372;3600351;1376744;52;504227
97334514;16860035;52410936;274;3022390
2998637;2199531;212988;54;610934
17416209;14161127;11471813;80;3561332
18902292;34183433;12529484;164;3750490
15549011;42991883;0;87;13507593
139393693;147674839;7941118;144;3852429
11180596;9019368;7163815;39;102447
9218675;7469622;2757635;44;501499
332181;200662;235162;4;3846
9060212;3919412;6239658;74;153035
1144896;5157514;520491;10;92641
3612992;3651990;2000299;14;179862
2298053;3340036;1290034;11;114792
2447010;1128768;1425491;13;121816
1899071;1410364;1066375;11;82718
13694561;9651178;7256425;119;1094642
3793581;2103650;2041957;13;119112
461603;273567;421565;3;3574
33295871;25397242;18589906;120;1042128
9218675;7469622;2757635;44;501499
274816;1372923;137870;9;20900
16902843;1509721;5454630;49;101511
16443382;10159194;6619529;389;396893
1808432;686823;869375;17;26865
249099;321532;87125;5;4700
1115000;240581;1114080;8;22018
1122847;2052021;50709;14;19008
2157741;2490675;644979;31;53120
1473000;2583;1042026;19;16498
159576;108991;63170;17;7881
2604705;1355322;356203;64;126454
3682593;1721256;667600;58;153367
6645233;2706221;1742947;131;227282
4366588;4203852;2100744;67;274427
6103859;1605616;2852217;89;387795
4258076;2281217;1400428;43;744973
211159;327304;114690;19;28417
1428475;436047;615463;22;58915
5280482;334943;344312;24;203823
833974;229415;467025;7;42152
2617786;585204;1986070;30;49518
2238956;700255;694812;54;184977
331831;3156829;71492;100;30732
28670200;4442009;0;275;208360
41946222;1174405;8739778;499;299245
2239933;2251797;828999;40;32054
262910;0;80913;3;11904
1089735;28995;342799;27;221522
375512;813140;97808;17;16310
97952;837296;9264;4;6167
398091;100443;20016;27;10760
25931279;17893369;11110073;218;1410800
9852644;2058540;5166903;124;116816
10638706;4003922;3426527;84;388999
475624;7201710;262442;51;51686
1724798;1568770;1293976;27;57075
1043129;685109;347391;7;7108
4368159;394863;228732;36;92710
6007500;6416801;3821063;40;119946
574246;977112;99385;8;8770
373124;446549;98412;10;10239
144479606;140604442;59581212;987;28551210
8353911;2947583;6859455;109;140863
5182276;3272911;3435621;83;299627
5049903;51038459;2067766;208;66896
7947572;3771537;3309749;37;1370552
2025145;2083581;1551513;21;55456
9565351;4015928;4723419;71;235330
322804;467993;47396;9;4253
1394674;751273;482300;42;114207
1446559;699785;422103;35;45790
8223850;529711;4051494;84;188291
30319084;12902028;18708518;230;466227
176602;288833;78300;5;18502
408868;231366;295578;5;4799
2221173;224469;1033488;27;74076
1095946;117769;185002;25;4690
236650;33000;132710;6;34000
730533;96386;337267;6;43511
29235141;20219553;6535840;363;2675475
154974;145371;177350;14;14440
89448;405430;25178;6;4850
12558468;3944540;7079834;120;549500
72803363;28479286;53447456;510;1564440
13339776;8227065;5494928;121;615164
5063405;3013359;3675869;22;89022
69272291;2460232;46591478;228;920543
3580670;3002707;2007356;40;181573
13940775;5017411;7853975;172;881880
980477;572875;314956;32;41898
2875613;1049068;952180;36;71225
1976059;1439584;544496;41;294613
1950009;620936;477343;26;56023
32830957;16233563;16470063;207;2228533
13875161;4456720;7256769;79;1696252
3177273;1891077;942432;62;271403
10237558;37256208;4948904;168;397100
3565207;6502855;1214940;54;810083
8428501;9445593;1495717;105;1573696
72803363;28479286;53447456;510;1564440
1231549;1690370;908772;36;45135
6063797;4907476;1721030;158;190929
16239640;5619177;8299126;216;304353
11010438;1655995;4592711;107;312300
69272291;2460232;46591478;228;920543
1247153;176533;320135;20;24427
23148029;12289249;12774602;123;375323
5851436;3791664;2140006;80;359405
32066739;24317874;18694401;228;3934277
649453969;235027741;522629881;594;11216510
3118633;177559;828839;49;196893
354984;4011094;206787;23;36178
628587;500117;160253;21;67371
8262700;2228082;3105017;130;559578
905296647;204496134;510075359;788;10698052
649453969;235027741;522629881;594;11216510
2318334;2474719;1709767;39;48493
2685798;1036582;1126770;49;46848
2169877;3909826;462893;30;108710
4018187;957483;1717460;58;57698
76252261;15086196;66568499;93;3458860
187691636;66030093;27604849;328;6690479
189989;30527;107783;2;2544
3997992;3081439;1331146;39;82639
3678260;6463186;1534884;50;29970
15604043;51550439;3320911;143;1541640
7677451;1392774;4916723;66;48444
482064;1211539;116185;15;18460
3850300;5138605;2094871;28;32494
869714;49249;132261;15;9747
774253;517729;202724;17;33192
467743;544054;373033;6;26680
2728731;10470801;1497182;36;214615
4055219;3429111;940768;39;75125
51523515;33044386;19956997;273;1549006
10116667;20352600;2414137;106;219354
2217988;1505630;734055;66;159634
1035604;236763;736474;14;16910
1200044;232457;206245;32;138159
11750114;9795331;3513057;96;441276
1807850;538465;800054;25;45492
483468;52583;360373;12;5783
3632115;1727099;1381117;97;58560
96083625;72116674;54542629;701;4842404
1146728;383051;238402;25;80343
89255559;67368155;26645902;315;4326010
1681881;653385;773337;12;41178
1125756;983681;746237;2;5798
1087572;451625;326088;11;6511
3852425;1010465;1794414;25;17706
5297293;6581304;1852693;72;192960
1117536;362046;484877;6;32864
8765965;2075686;3005713;152;570536
71996138;15359330;49765198;304;309915
165311;185841;77551;6;5713
21152145;7665877;10563548;142;527120
11555142;5216307;4889940;141;149288
12997411;2712488;10854819;81;174752
527660;1237206;175147;12;27200
5999625;2491141;2745463;53;36892
66729323;-28384657;36640717;634;2643815
194420;3677127;77319;13;12087
3388696;3588008;566751;44;93263
14400070;6865017;4465162;167;281537
265089;425507;37314;6;6673
1908857;39260756;873501;63;124028
11028067;3020133;3024156;115;487434
3104885;3831416;1330036;40;82803
1505772;319795;477343;41;39120
27254175;9007666;9814748;134;995145
3364155;2917460;781185;67;85800
2471971;973817;1273611;22;58458
942015;730216;368902;17;36245
3388696;3588008;566751;44;93263
3693918;2375024;1069527;63;47402
