PRODBR2;CAPITAL K;VALORCOM MP;PERTOTAL L;EELEC E
40928699;22945609;18829145;193;5456021
1338754320;686848881;987215609;292;134331413
425391;1795337;56981;13;150945
2387067;232102;275705;17;28269
4780646;898386;2648895;14;196352
630152;58133;381881;10;13181
33824229;18779990;19247718;73;2873137
208330;25317;43500;9;35000
3129187;554137;1407330;20;18667
8082566;33611766;3708405;89;526896
2741694;2051751;1320773;22;25187
2054643;15431481;22518;74;849434
716041;76399;505198;9;74232
12162195;491571;5288991;76;445109
11342852;5977933;22821000;132;385500
9238056;402132;4117502;27;27046
3695976;907141;1680709;22;11940
1282060;378841;717953;9;31019
2337734;30840;1436502;2;7792
373739;649583;284034;8;14439
58555543;13174697;48925572;44;969098
438106;41594;221630;10;7380
13663695;913822;10193684;77;161304
4440027;5762585;972387;77;1143496
1220427;1655131;385222;21;56200
5577176;6908917;2337843;41;148604
367622;232374;138269;9;7097
390971;1501139;328212;7;43854
8502873;16834575;6857480;23;328871
34060475;3793046;14256027;65;135744
2013536;2451980;1013537;24;26702
800003;315158;267664;23;5604
1637049;1133746;996452;34;30735
302914;643898;31472;19;6503
6434051;4393843;2435582;119;1186604
330000;13737;291018;4;871
504980;3556217;151267;18;72664
37776654;14304330;28368982;307;316723
912376;6708;141626;2;8652
3148112;3013309;766254;45;68588
928310;134373;136641;46;11221
598341;386814;290853;16;158484
3374555;2175846;1216251;40;72879
38219685;4426804;22118193;98;5443598
11701487;4477399;2605527;62;50804
818054;-131907;99714;6;16977
1101070;30464;396881;7;11238
38774787;252595;17429559;211;845911
340950;117733;169970;5;19103
428207;1529820;217750;9;13946
520800;30368;185896;5;30903
731039;79193;316296;6;55246
5932767;5420534;2332879;81;144203
10577808;166911;1454614;56;21340
1753186;782182;1061305;8;350393
2131545;3645539;1200024;139;135390
1091214;553166;603319;34;98399
2929645;2125348;317966;65;335232
424138;575710;122716;12;49046
445858;783568;123804;11;79100
42226601;47361972;20077044;170;936015
694284;350490;217728;7;14076
4678925;3755507;1178825;84;74538
1354939;1407027;872789;18;130932
108095047;57874039;63291663;218;4396627
100267745;20825169;30720005;402;5111392
35059;2208244;4004;3;6751
3876611;1116629;2492718;21;227985
4621639;1230402;3083841;35;142242
2176139;2284512;1348920;51;165000
565745;19698;381507;6;700
3519511;12505570;41544;63;93600
23885072;9488097;16991810;215;483203
5462681;10546577;875224;78;120658
6666509;7193028;1936464;34;926731
3460406;1993302;1205596;58;161056
16020698;4435658;10035471;62;479314
212958;2532911;52338;8;13343
309576;315521;81067;5;20823
2694946;882563;670730;82;74500
2909126;3836422;876263;42;110444
576000;706337;181986;30;31348
1449120;43648;671887;5;2012
515334;468649;90040;10;4265
278279;393528;250336;3;11883
348477967;303996737;179244917;432;32853106
1895615;1986702;1163828;24;231755
1055833;156815;305891;32;18735
1273882;4826678;701651;82;42654
884948;620753;509891;22;54251
249923;414860;67478;7;8328
1338754320;686848881;987215609;292;134331413
128900991;38307803;17951658;272;4005121
40534492;38797521;18440585;198;1051337
23092791;12123120;2018355;96;408274
10233485;26419777;613550;147;1714856
104379779;99976664;19877712;372;3499807
11320808;26896247;936656;57;1308430
73459008;37077041;46099157;96;2900848
29752317;175311151;35711677;104;1621802
26646149;116681578;2101423;233;769421
210269705;290527030;66388624;294;10637648
263736016;316009063;71564306;389;16936760
221341721;240299532;55614690;445;9085175
26874985;13411946;14783027;211;554059
2738889;10764475;1345375;20;89616
307787033;556672065;267183024;917;12218072
303365582;101892480;95554860;258;7427951
454207717;44463688;466650626;282;8893749
493963037;116642898;299223920;393;18853888
105767356;22371716;510166458;142;2135743
83784942;132205855;25007750;137;21795445
82510;28863718;85416;27;96120
22269406;168238623;9758;20;19843582
21834088;311620191;4051117;521;10316421
132302695;429339978;63383671;800;29012377
132302695;429339978;63383671;800;29012377
393220825;170171037;230129645;524;6745535
89546831;39119244;53272721;196;827069
274539459;136288567;103886475;453;8063464
212282213;128840655;157409182;463;6167002
124952888;19116912;101501401;223;3261300
3938508;4520602;29608239;74;951280
116443291;62005492;144658089;431;3524576
58494313;23475579;46353536;114;3720717
275725361;83846907;176496267;466;7272937
127077576;63263802;79840633;180;1748060
247667325;26099840;228364425;169;5454965
548759269;233738826;412949165;784;12308993
548759269;233738826;412949165;784;12308993
58494313;23475579;46353536;114;3720717
85080740;43225650;57315989;136;6231509
61764375;71884238;24899128;139;9403931
41583305;42706079;3519889;428;5723449
874024;660126;582158;31;27600
8699063;1986064;3984778;51;109417
2140476;2995534;104779;30;597000
109541163;100042720;50067134;162;14840254
4281978;2917854;11500;72;804522
5895560;9438846;101564;166;1312860
302271221;363678201;125712413;349;39109748
131137625;70671846;51940832;516;12538269
4805681;1304182;1858935;48;216891
4424262;9475917;1639877;36;31520
94926796;24096931;61412246;145;1023641
-10012;966203;211510;13;59201
8144058;4462442;6286863;138;14243
1836434;382892;806433;49;112824
363369364;153963077;160668764;898;7104699
58494313;23475579;46353536;114;3720717
8136527;1366264;5432287;81;222693
598304999;986207969;94837413;371;406281032
149758;425231;80090;2;3543
6870;418406;6333;8;658
9754304;32174650;1894787;78;571032
10682824;19480510;2752278;59;155328
12820374;89846350;1688090;182;714672
10712477;26529281;2397103;83;831603
58494313;23475579;46353536;114;3720717
9754304;32174650;1894787;78;571032
8136527;1366264;5432287;81;222693
219490;102684;104780;11;39240
8136527;1366264;5432287;81;222693
9754304;32174650;1894787;78;571032
5495517;10914998;3858290;77;1014760
15355024;2917667;2462456;71;1027572
6719926;5570704;151577;241;172192
75837703;18960472;68402218;92;2110928
19457075;11005101;3982282;83;1385428
25390897;5239440;18453915;21;112739
19179505;947564;7911037;114;99560
1937638;2068717;325140;26;161090
56769107;31853520;14493358;404;4862681
7166823;4541314;1916433;56;280411
40802549;25255747;15968447;303;4122070
49580686;70912826;21168;640;9787389
96379278;84393773;55365132;330;8305385
117560815;33814181;37158053;385;1863930
17163690;18906026;9308704;95;537472
31628382;48058850;9846623;211;5060944
2054538;2034579;928528;36;134028
411027616;37518362;160845598;1184;6450984
29156716;25482399;17187294;123;7245573
692877;288402;374095;28;28506
14171408;10079305;7667053;89;537383
2048961;340583;709204;53;124055
150325;38240;61715;4;51355
7629742;7281538;183538;231;204293
430465554;75467002;318064790;760;1930072
8166495;9930709;4905803;127;407947
11340345;10719706;5005481;111;1180309
30276544;22592368;12269862;221;642771
132652285;44341612;57688665;303;1180986
4814737;1539141;1147560;83;102759
20315273;18757518;5186600;150;828686
3604175;1117779;2419285;29;16813
901066;201950;475725;15;68873
4284772;5299734;1679060;55;285750
4650528;4570797;3103008;75;363168
749417;1674540;181001;23;21822
88960676;7538515;89621389;190;1103914
430465554;75467002;318064790;760;1930072
10633869;17609640;5308114;89;2291056
2420833;2696366;905181;28;104152
3883900;18530110;817881;45;360346
9014051;8852179;4846045;151;153422
34289060;31807732;17587100;185;1092542
4151382;3909119;1398369;35;173295
44017201;14707812;25084683;176;489742
17035821;8065149;9849274;115;878560
3854069;1403666;209445;57;58128
1774964;-7638436;490691;50;54014
5175490;4091327;1028806;57;969017
6814355;4512248;2130828;266;202959
802123;302087;323584;11;12260
40409532;28858865;12959130;317;9161968
28953846;5710421;6408003;142;579969
3653004;650239;1728160;177;437498
3679476;6122291;1400106;54;218574
36772014;11237212;18313255;113;1898923
737256;367553;332834;14;24583
68451171;7159033;38561246;294;1086872
4737322;1879394;1271178;41;112419
18093817;948313;2146384;163;464764
1852383;631047;569529;30;58686
30276544;22592368;12269862;221;642771
44025841;35888407;7654869;304;1154123
10589128;5630909;3423376;89;3746797
19457075;11005101;3982282;83;1385428
19874936;29616494;3729548;110;946080
36772014;11237212;18313255;113;1898923
9238252;14397349;1446393;146;232674
1994786;7307389;928218;55;174120
7139732;0;1458848;2;589129
17788953;39482038;3852955;88;2873322
3562767;3260373;0;59;658523
703785;911803;117800;24;390492
19974593;4961673;5695839;208;356229
605356;15219;373212;19;11741
28691574;26397448;12775103;194;707953
55669953;33508757;54349995;299;641000
1414258;2530992;1005540;23;363590
96379278;84393773;55365132;330;8305385
17134305;14291706;7920724;158;3330426
1212228;289653;327395;20;101484
10756262;2563394;4337275;90;876120
14185614;10449128;4997203;130;1206602
171716733;168345708;90917158;386;35423522
49291791;32413838;16918300;217;538978
15442390;6228237;5202003;156;1184402
4578773;4020118;2525619;56;50041
5740197;6694644;2993309;44;209070
16575078;2269704;7331976;65;1031484
4792937;327611;1487359;66;42920
11849232;262228;5067975;107;159120
248519520;127630617;144731755;422;5162842
278254646;208412396;9298736;157;71231979
170235597;136289529;18333980;241;53200268
106453021;64417086;51402043;105;14087345
49357065;12215342;13646157;18;416522
84179754;8637206;48907225;140;1082505
3858658;19626777;737632;45;762777
5709250;3590420;1043388;34;389080
248519520;127630617;144731755;422;5162842
2508028;1107311;1184376;62;107000
132652285;44341612;57688665;303;1180986
9503861;1527571;5426343;36;43241
16782785;13489670;5373192;114;1138267
56840223;54878478;26529243;103;2452344
13780992;5988165;3763323;50;0
4945600;1117268;2068620;19;473810
8846595;10181665;2188491;26;650638
4403840;1069919;2366320;19;324580
24323944;9852396;5740126;67;1806108
580224;747595;285318;15;100447
3103264;622743;1741494;15;37524
929944;516432;316634;15;59000
3542795;5930182;1455794;34;306434
49291791;32413838;16918300;217;538978
3458504;3429;1863419;22;32699
9379642;8119008;5925278;154;257804
57424341;39278035;17733772;622;816298
63929640;903023;38661952;328;18400
7957500;1621438;4208251;78;38526
957585;7604458;530535;19;46080
16256803;21162397;4084063;204;1790721
46195853;9581528;22106669;317;1323609
7607978;3525019;4109050;75;265332
13709490;439383;3371874;54;28716
3343648;1327583;371373;78;43701
2140110;1144452;1011750;16;103938
1944515;224018;361870;42;2532
9342594;8929668;1720268;125;769398
10165616;12803782;3535040;114;1251147
363313;0;185693;15;27600
13628423;13924050;2824696;198;2089246
28806545;14847190;5343626;212;2967985
582660;843582;53267;14;27152
184355068;153215094;82003533;913;16832055
1361436;4382972;182257;42;265850
3946339;3007831;2217133;36;141700
3701211;5289300;659510;59;598909
217994615;332845878;56395042;131;8844247
50432215;7386217;33002744;148;552536
292390;370767;167368;4;9920
39170727;6706078;6375920;336;535617
169920888;50304683;98810281;656;5658083
44025841;35888407;7654869;304;1154123
31103518;146642374;17377079;192;2360800
37470905;10995384;26251407;84;752965
306762;654533;255900;20;45070
8339126;4728061;3505838;68;1084208
2857778;417121;1020834;56;78379
2741694;2051751;1320773;22;25187
1780603;10379275;502928;42;40917
2417267;6776266;696077;66;215051
49624488;39885462;14975647;589;4565268
491237;330027;0;13;198360
54931253;4941820;34668479;177;1218360
8532729;778840;2339257;75;101869
3484031;2353627;1452430;40;109392
1330369;589056;591398;14;17930
30176341;14609734;26749133;12;1125060
315567332;27370432;232642249;103;6870423
303365582;101892480;95554860;258;7427951
493963037;116642898;299223920;393;18853888
193787257;42465903;111741227;155;5877800
604260;360549;0;28;24915
283725;0;15029;19;5849
5616979;4195712;2537871;46;351780
34289060;31807732;17587100;185;1092542
131137625;70671846;51940832;516;12538269
74446433;13125869;34029079;225;2515341
22574974;3870361;15795681;59;1250049
8542142;34932896;2872121;152;509135
14407908;19138081;7067857;152;202219
16039787;18812708;5792377;160;1515602
16039787;18812708;5792377;160;1515602
1937638;2068717;325140;26;161090
1347308;628686;374476;24;25092
9721966;1159151;5614365;33;196884
3192489;1702332;792554;51;51994
56769107;31853520;14493358;404;4862681
684141;0;240138;9;12419
30580281;0;15239686;243;822268
13231890;0;3467350;136;334468
76404961;55885904;36392634;304;2686547
4076614;8211047;1044252;36;260302
430104;114546;216192;10;12655
2736381;1540271;788360;54;73002
19874936;29616494;3729548;110;946080
1521517;163412;772432;26;69584
8199998;30931100;290248;77;396252
472837;346915;227219;15;134860
1851109;1194352;952621;19;107900
2982548;0;676910;16;313662
31103518;146642374;17377079;192;2360800
22974260;17399408;17931235;81;316868
809171;24793;394343;7;8103
738181;1366140;257088;48;50240
5916925;2004867;2529550;29;287027
7457199;5624286;2202037;83;1185225
142816570;44115326;132727833;157;5381200
180081162;41681154;187451864;208;5288594
573084;176872;146804;11;14414
166450806;74699385;65655883;212;3360243
1605520;644511;55456;59;619000
3109310;437614;713518;61;57500
506582;7214962;91745;47;31044
14365253;22242427;3039271;115;2459819
1074088;42155;566926;22;65217
1239522;781442;424926;31;11372
5309747;1443425;1102021;46;177408
13937211;11010015;8517192;103;149130
4905945;7007494;1328837;101;280853
244108;65334;115703;6;5789
1154738;1701111;280295;21;26063
33052544;6989648;12283339;272;641520
23752380;31248568;4745090;184;2065387
2394720;-192777;1264127;12;7620
1589738;621894;754328;15;13970
2076479;103816;1348318;10;129270
990000;536778;96393;13;29040
815060;831851;214000;10;29000
1229243;610679;194818;22;22768
2187984;761534;453124;45;113627
3387853;888967;1408742;56;141000
8699063;1986064;3984778;51;109417
30311724;9581261;10888807;244;693725
30311724;9581261;10888807;244;693725
139124;1623016;79927;7;3900
6263424;4910154;855842;57;115062
625038;252671;131928;12;23496
18005328;5920084;7950159;117;449322
360224;0;78684;8;3390
18005328;5920084;7950159;117;449322
1909463;635150;1017814;19;168753
44017201;14707812;25084683;176;489742
44017201;14707812;25084683;176;489742
2612764;959931;200015;31;293541
462673;2330010;181000;52;226500
8779357;24461802;2700805;68;534224
3169348;-172960;797278;62;81567
268926352;188794208;145046508;890;5957224
3268169;1513007;867040;57;234240
1787225;52900;955000;23;32485
853495;1001537;188193;13;11599
8779357;24461802;2700805;68;534224
1351364;897178;456990;16;39707
5498441;2317137;2415573;66;102602
802123;302087;323584;11;12260
8166495;9930709;4905803;127;407947
25713670;6443612;9426871;154;1361605
26968446;25364956;6674973;178;1728013
2557222;9056977;834025;47;262996
292223;311151;171495;7;8127
5446919;5402476;1702634;40;722373
446586;114442;95123;18;119018
1260747;2991080;438246;38;468819
101347;12000;17643;5;12140
5056635;1379274;3856242;45;96612
23549261;18317672;7095137;197;404448
1191567;0;351187;21;8525
15370295;1146388;5539972;123;131676
68451171;7159033;38561246;294;1086872
727701;32634;580859;10;34906
543617;0;350520;9;12928
6598823;1230198;4961159;64;46300
846621;772809;278549;26;45333
22106772;1656620;4553067;127;216968
81736704;44666369;30662285;263;1792080
818073;5791904;362394;16;31151
958043;2595802;457110;94;150480
14244101;0;6437557;139;792086
1854042;1140627;487800;17;24430
13568609;30740435;3801295;244;980322
131137625;70671846;51940832;516;12538269
422994735;1581027;259746272;17;98455
2787751;671363;0;50;58490
6418486;3273150;659341;82;346338
3100801;1145417;1536350;32;60181
214560;156612;157295;11;20230
16335806;24144217;6429555;159;705990
10734487;7450606;6349694;191;631463
1657512;398679;1840734;23;9280
463997;1240591;187827;9;23067
5202780;3840359;932775;73;816000
17715250;14222527;5623627;47;713332
9361161;8126496;2550187;18;588859
5818855;5800197;0;125;2356467
9777960;11670191;272383;63;2207477
19773583;39845537;958220;89;3420879
1641065;1322933;10;34;325168
6724246;10914231;723319;87;730856
9787067;4858388;30630;76;1996000
7779690;9244574;0;127;2603750
5780843;6037898;0;79;1276397
2473973;746970;0;70;359123
1481234;1282359;694576;21;35692
56769107;31853520;14493358;404;4862681
131163;15929;70740;4;6816
14302292;25085657;2009345;222;2116746
96379278;84393773;55365132;330;8305385
1474528;245290;812234;36;143403
18958683;4066467;4770056;233;1709180
1287286;563331;639858;30;73111
1519186;79531;440375;16;67579
36140648;15792921;19674554;267;7027189
22166394;37359681;5646725;240;3490305
20315273;18757518;5186600;150;828686
15257818;2285672;3715237;19;77003
36557225;19241257;19769275;203;3464874
4021277;642798;493907;58;235814
2741420;1816797;1362348;43;35000
28725542;39591271;10021263;102;3034012
184355068;153215094;82003533;913;16832055
2535034;787592;993950;29;341516
1381475;928689;492250;14;75275
2087809;1227111;1121592;50;59677
9319433;12978256;1864069;124;707635
184355068;153215094;82003533;913;16832055
2170247;374887;867084;25;100280
2322107;2010709;1292787;44;205872
466360;368154;272049;10;50407
15442390;6228237;5202003;156;1184402
6490410;2164087;3299695;48;26812
5805217;68247310;3504897;62;93976
23310049;807594;13165146;51;1975324
22369590;1746205;24199008;137;361006
2808385;540161;583344;16;31836
1247569;285853;714188;7;5340
2029745;210317;786767;24;17553
11553233;4111064;1998061;84;190400
326838797;71229185;166524795;864;5570052
8297258;417344;1518030;49;120239
8072571;3808909;2123099;89;319890
117560815;33814181;37158053;385;1863930
1493480;296969;1094133;21;33852
36371412;63678175;732891;388;3175291
54159983;14432152;24716923;138;962441
248519520;127630617;144731755;422;5162842
171716733;168345708;90917158;386;35423522
60053008;0;38164427;148;4867554
110995076;68316101;65642341;265;6310669
110995076;68316101;65642341;265;6310669
185933909;124985894;69382517;100;3050000
63030729;53546061;44865248;82;2592487
16782785;13489670;5373192;114;1138267
83784942;132205855;25007750;137;21795445
110995076;68316101;65642341;265;6310669
32490527;10591966;13887761;317;1106917
22436438;8519132;13244538;134;836632
905467;2060802;277277;16;43491
22153650;5467916;23974000;160;722484
4890754;3846565;2030368;55;209848
1567291;1298809;254592;18;35448
9395014;18406527;2434500;63;69755
3169674;1157982;896346;25;76760
675047;1067029;310682;9;35960
2264616;9338958;1422190;28;104960
15206807;6276864;6402110;118;882435
2948980;5888084;1387070;24;104039
1563074;4221296;355671;29;54000
1454976;1171826;850432;31;89435
818836;2496421;309255;15;74352
696016;407239;299577;13;45802
5353273;5818703;1924034;49;192253
828923;290355;376632;9;21227
3250793221;11138286733;2613522400;486;224486400
159057568;95685982;96750397;207;21120392
18400220;5462197;8113179;134;393112
3456992;5222105;1706228;29;152120
54020809;20711047;33751482;104;1201708
159057568;95685982;96750397;207;21120392
284350484;280596121;126226722;235;41368885
294235258;171826617;110947275;373;23347317
294235258;171826617;110947275;373;23347317
76404961;55885904;36392634;304;2686547
16810807;1214352;5605805;28;326885
8875533;5111210;2816461;96;272004
542427;44088;426779;7;6695
2273404;1170270;1704879;13;8370
461997;187632;313378;39;18380
1253110;604406;966211;13;41857
358694;363636;99690;16;41345
14167692;4042596;9016508;103;387293
16849925;22773534;8485899;200;520109
1604188;236178;742665;19;43800
565000;220407;144736;23;15000
14218420;11018114;3595575;276;1322240
4655273;2974271;1371284;76;143175
6466532;356453;1160085;79;98640
335595;0;260000;16;7500
16039787;18812708;5792377;160;1515602
57424341;39278035;17733772;622;816298
46335487;628313;21004726;62;28570
6581687;954005;2275431;12;76332
3060365;1306904;0;110;62202
57346448;0;18602435;112;234649
164822675;50105711;46265528;411;5182076
8358336;606123;2701033;23;15320
656721;116738;423185;8;9832
11715335;-1141777;2515042;40;26753
27930137;4401380;7022157;371;255942
863939;295878;418687;8;18209
277100;132710;4588;10;33140
2652889;623241;681991;70;72000
1675268;454664;20299;72;40680
5983640;1621675;1715278;50;49084
832087;94869;56333;29;15363
480578;0;122215;4;18620
10518954;504626;3509880;39;31404
13260114;5227575;4014676;267;221815
16849925;22773534;8485899;200;520109
19539670;911395;5216979;277;218782
38494004;16838862;11936233;618;366281
33468105;8968666;14140801;410;486090
2177969;4472756;605529;24;176562
23055703;9718154;2844946;158;7171
991494;848907;67568;78;34783
316412;90975;25312;22;41408
18224172;4780734;2089606;119;249529
411027616;37518362;160845598;1184;6450984
4338557;0;974962;151;1064664
65298836;27568627;11656461;388;582214
98888116;2003181;37134757;179;131461
666505;306812;138687;41;18352
1817617;17262;196186;48;26835
2929081;1321761;95606;113;163024
45004574;20111803;15667791;209;161495
21221768;2404905;12330223;69;626890
5979225;797848;3697507;21;37890
29156716;25482399;17187294;123;7245573
46195853;9581528;22106669;317;1323609
20515271;9905570;6787335;193;638
503477;1495251;37123;19;46084
8911488;2801594;4742286;54;340669
16059609;1692772;7548588;285;353014
10853018;19703154;4023714;127;1027898
9510835;597766;3153849;47;1330
34453968;2455304;19652149;99;358303
840044;2295371;133064;18;57283
12166448;13782832;3217921;148;698748
2788000;842974;828527;25;352563
19126942;7869002;9837817;111;1955092
193434;537305;16251;6;29200
110893089;63555200;85224128;851;761453
1709620;331767;773760;49;29939
13708875;43458;6777795;62;31340
6977188;5567404;833064;56;1473853
7269868;8330269;2540614;111;352909
8135580;6791902;3034899;60;99257
14785068;12327861;3979401;125;2750661
28806545;14847190;5343626;212;2967985
6037196;7154685;894121;122;383120
229088;53299;0;12;19949
518303;2002642;72050;8;36178
25959555;2561256;4372433;202;143558
620587355;444995120;410563832;575;6546411
10196109;1928147;3610889;18;541754
29633004;402775;7909069;9;110072
204639486;82663408;208139399;313;578934
447258;177626;180902;5;11201
12301673;2295704;10554415;51;266601
19599050;4327665;6769929;85;277520
1032410;51884;532955;13;20723
369072;303334;135788;5;14136
9684143;9178369;3471905;129;709560
393220825;170171037;230129645;524;6745535
12842270;4328103;4957619;194;262522
3278617;767181;1761171;25;22600
3158306;937196;769128;44;68104
9420421;2255104;3296440;107;635158
554720;223451;205579;28;121301
12236594;3036109;8211707;92;269927
209112;79166;106575;7;44509
1041492;2431367;427225;43;51979
911839;229744;597408;44;187202
6674322;4529449;1277437;110;280382
10619556;2314504;3716223;85;255188
11898296;0;5346963;112;212538
363369364;153963077;160668764;898;7104699
11313261;1856938;2976942;89;692858
15269667;2164083;3659961;125;1010365
12872791;2952262;6944838;110;176725
5847963;17435828;300552;24;247056
113364443;55845302;66467174;136;5758620
274539459;136288567;103886475;453;8063464
4202691;575195;2033561;44;99615
57143900;8265292;37972597;126;1428867
31471492;5415228;4258952;61;1423128
630902;0;105758;8;0
233512339;55626048;184377339;437;9874837
2525011;1586415;1257248;48;366676
212282213;128840655;157409182;463;6167002
54513913;39535341;34223478;68;1084247
23797259;3550153;9079940;54;173100
68368597;7014892;64681484;118;2727933
40052456;11356199;32211110;31;2028886
46965149;16950456;39834783;179;1261605
317589191;58323618;177053669;279;7634353
284350484;280596121;126226722;235;41368885
294235258;171826617;110947275;373;23347317
6978148;1903919;1622954;160;158027
100175759;65862177;24188060;228;10437618
49723702;31326406;29983226;133;2414018
11084937;6028457;5964786;122;241312
155621269;21797086;106128238;67;3944595
87524767;11079955;65664176;218;3269192
323326689;95333072;262942687;160;9175009
126443776;44869809;100710599;136;3679771
157575615;22131263;73517093;108;4284276
317589191;58323618;177053669;279;7634353
18090407;26817374;68858827;55;1385320
15917;3567292;0;4;28818
3308463;2038293;3106805;13;382679
163447;835055;25666;9;3674
2832074;1067249;2808604;29;67050
788874;979067;360341;8;106593
12052119;4605762;6154381;214;369526
12052119;4605762;6154381;214;369526
12052119;4605762;6154381;214;369526
1532137;86751;774780;48;40162
44886382;67139648;35658607;68;894417
400780;19614;306346;6;12606
11084937;6028457;5964786;122;241312
6303037;11910984;4957105;10;397388
140270;711285;59019;12;65299
1210411;825375;568243;13;157935
75183862;27302443;59352538;98;2578878
5235490;1018814;2616881;5;187374
7802888;2754607;2072230;35;57821
1003153;4980243;557328;12;34780
760970;800896;534418;20;31406
23690265;17066743;12467971;306;2677102
762906;0;332284;9;12456
99859755;33147533;41805454;337;973465
90489839;21778015;47810384;620;923945
102278316;50964557;82605752;355;1743079
102278316;50964557;82605752;355;1743079
799544;1073919;239316;21;2547
3751559;3458399;1511214;54;226788
868906;3387904;605408;19;167313
25233011;7308377;13215051;146;1262830
6515182;3535682;2702581;53;565316
495139;1095556;166089;17;17666
5335562;2114404;5366759;9;25096
2064421;382143;1443347;36;24220
202930191;170014868;85214076;417;17892827
721284;0;297267;23;45687
3216488;2160931;2200400;46;167416
1366604;660504;312710;7;48651
18867224;9627715;0;866;959954
7559828;965574;3060921;288;42960
4573372;2230792;1316737;51;84740
10269548;4645262;3689793;281;304903
34390215;27312946;13438150;221;3271532
3620044;2754617;1442529;45;96624
170179265;167419843;75827399;275;28067871
66533;72642;37997;3;4093
99859755;33147533;41805454;337;973465
7184924;2473607;1495159;156;981465
102278316;50964557;82605752;355;1743079
3751559;3458399;1511214;54;226788
289740;459828;123463;6;1708
17358753;12301990;6887866;49;521025
2198189;2444499;345593;45;660250
34390215;27312946;13438150;221;3271532
7179063;5896127;1324537;184;216569
326876;419474;212898;8;7240
2669491;1337179;1272070;28;87741
202930191;170014868;85214076;417;17892827
6081347;4999225;1992917;115;141112
927425;936756;286792;19;28392
1905250;529060;776248;49;51030
43433758;22688180;11347527;937;1017644
43433758;22688180;11347527;937;1017644
43433758;22688180;11347527;937;1017644
6316520;3483091;2451642;66;83912
34390215;27312946;13438150;221;3271532
170179265;167419843;75827399;275;28067871
10182169;4914933;3676995;120;919715
170179265;167419843;75827399;275;28067871
1352033;593173;242586;31;99869
316218;3669034;0;10;147500
195522936;35621751;160919061;39;1145291
178125396;10265700;824882;528;9574120
56013116;8594817;6503091;229;2596922
198675842;98456612;2856474;667;13476070
100267745;20825169;30720005;402;5111392
2184957;1061305;1316785;38;165454
442990;210830;177077;21;14758
8712041;7130602;3899655;73;107127
337066;34706;77137;8;95690
61821351;18767576;40403849;328;1077944
202537983;10952207;139559849;34;966078
157604656;6121541;136494888;33;844531
141326283;54771075;80145146;206;7586154
966859;484939;318719;13;29190
7559828;965574;3060921;288;42960
4596339;2576876;2147161;65;240624
379723;147527;105893;17;8172
4601416;6877670;678924;79;436024
1977036;226629;0;46;499550
2369560;11771417;0;41;998419
691859;548513;225690;16;36745
17985165;6174885;7024220;184;334576
27898004;21905374;11749517;185;5337651
1018209;1373783;390300;22;49828
176188322;35358292;130052102;393;3445648
176188322;35358292;130052102;393;3445648
17985165;6174885;7024220;184;334576
467032;37137;6586;9;11020
405719;354395;88427;14;4604
52169278;26013120;21312428;320;2589616
52169278;26013120;21312428;320;2589616
52169278;26013120;21312428;320;2589616
966859;484939;318719;13;29190
175208415;132349843;124182538;297;52946802
175208415;132349843;124182538;297;52946802
3063301;6391328;710127;51;60284
99921819;64451281;34294961;263;8245297
99921819;64451281;34294961;263;8245297
4211915;8202753;419424;80;890310
40802549;25255747;15968447;303;4122070
6515182;3535682;2702581;53;565316
1932737;1975029;370042;27;692184
2710670;1708380;419944;33;23288
48168752;15146540;29475775;121;5353492
44676511;11502877;26000998;55;995756
54513913;39535341;34223478;68;1084247
58593024;36761014;30288328;195;3333749
1022837;1040207;214780;21;35220
1022837;1040207;214780;21;35220
1022837;1040207;214780;21;35220
109541163;100042720;50067134;162;14840254
16113514;14147635;3310229;36;1976288
156167595;93768712;79992949;324;1387378
156167595;93768712;79992949;324;1387378
348477967;303996737;179244917;432;32853106
5869586;6812432;3113804;88;193645
5869586;6812432;3113804;88;193645
582849;1214638;441741;33;104058
337208685;42705815;284324921;127;1394485
115412681;39773009;48367989;353;4153981
30912638;0;19178450;73;1170268
115412681;39773009;48367989;353;4153981
10058798;25590508;835919;127;2052678
166450806;74699385;65655883;212;3360243
116871685;57552744;69762995;168;4036894
56027307;40877053;19674381;46;231067
102745330;67900180;40197573;310;8251441
43963821;8189881;46991392;72;1088931
390029948;322297330;171219469;479;139996657
390029948;322297330;171219469;479;139996657
116226917;174402942;30602450;272;15646830
116226917;174402942;30602450;272;15646830
1059596;647598;42999;60;22002
2025641;1084145;105880;106;33694
1386008;873678;69487;74;10283
619676;729904;1982;40;12410
1777046;800041;65902;93;41680
77220592;51148910;39488595;192;7463685
145893282;52970782;54384140;365;4799851
9204431;13516909;2327865;93;231945
222932255;81141038;151358212;185;11569382
355724609;242921470;189046404;514;31397049
222932255;81141038;151358212;185;11569382
40249504;5306003;32422589;90;825941
40249504;5306003;32422589;90;825941
40249504;5306003;32422589;90;825941
94926796;24096931;61412246;145;1023641
390029948;322297330;171219469;479;139996657
284542210;395960985;96873003;320;144917521
716197092;849561083;332364355;888;130243845
14766198;2345032;655879;42;393165
61279009;34430575;24394026;96;12466738
5148268;443090;218115;23;87351
11468220;2765910;2249021;78;107820
14022491;4560260;582355;39;323131
2641174;1899584;1993244;19;207540
549761020;386554008;141294256;1215;12702961
18900438;103483863;7420367;564;2353452
8658074;277155588;6336475;1179;3967897
